353147070261844.8071887066 8319315.405141410727465515 [ W/m² ] / [ Sr ]
877253052027857.3750000000 21735125.47942761063524213 [ W/m² ] / [ Sr ]
876278668303519.2500000000 21726330.13049029368564042 [ W/m² ] / [ Sr ]
875306446715328.5000000000 21717515.14959255836219281 [ W/m² ] / [ Sr ]
874336380074661.7500000000 21708680.59048617770094179 [ W/m² ] / [ Sr ]
873393905316824.5000000000 21700059.75896507895965807 [ W/m² ] / [ Sr ]
872428070890201.6250000000 21691186.71703376187100423 [ W/m² ] / [ Sr ]
871464370221795.8750000000 21682294.25770021239819015 [ W/m² ] / [ Sr ]
870502796248439.2500000000 21673382.43535863020350738 [ W/m² ] / [ Sr ]
869543341938103.6250000000 21664451.30455961418388046 [ W/m² ] / [ Sr ]
868611166483166.2500000000 21655736.70265361253980461 [ W/m² ] / [ Sr ]
867655875202593.2500000000 21646767.62373660981778202 [ W/m² ] / [ Sr ]
866702682856316.8750000000 21637779.39948187970268260 [ W/m² ] / [ Sr ]
865751582534365.2500000000 21628772.08504077446363307 [ W/m² ] / [ Sr ]
864827514784364.6250000000 21619983.51462038970962480 [ W/m² ] / [ Sr ]
863880523297697.6250000000 21610938.68459021550889570 [ W/m² ] / [ Sr ]
862935603465645.7500000000 21601874.92923100727767368 [ W/m² ] / [ Sr ]
861992748497656.6250000000 21592792.30426214688538442 [ W/m² ] / [ Sr ]
861051951632823.0000000000 21583690.86554086879181000 [ W/m² ] / [ Sr ]
860137883743616.2500000000 21574810.91407554150977708 [ W/m² ] / [ Sr ]
859201129198670.1250000000 21565672.50739044135204882 [ W/m² ] / [ Sr ]
858266412825651.2500000000 21556515.45384933213681216 [ W/m² ] / [ Sr ]
857358246346555.3750000000 21547581.51185162128739033 [ W/m² ] / [ Sr ]
856427533209541.5000000000 21538387.82089210044804196 [ W/m² ] / [ Sr ]
855498838569757.1250000000 21529175.65112112224526976 [ W/m² ] / [ Sr ]
854572155867848.7500000000 21519945.05929804483637094 [ W/m² ] / [ Sr ]
853671786548208.8750000000 21510939.73071693436412456 [ W/m² ] / [ Sr ]
852749055637729.0000000000 21501672.94661620796961768 [ W/m² ] / [ Sr ]
851828317326817.1250000000 21492387.90996065513923587 [ W/m² ] / [ Sr ]
850909565168029.1250000000 21483084.67798264627960502 [ W/m² ] / [ Sr ]
850016893022200.7500000000 21474008.83913111251620316 [ W/m² ] / [ Sr ]
849102042087971.2500000000 21464669.86372616760230869 [ W/m² ] / [ Sr ]
848189158296788.7500000000 21455312.86385697561315109 [ W/m² ] / [ Sr ]
847302181900401.3750000000 21446184.83654438525132996 [ W/m² ] / [ Sr ]
846393162055336.0000000000 21436792.43142618644774252 [ W/m² ] / [ Sr ]
845486090586045.5000000000 21427382.17366133202662613 [ W/m² ] / [ Sr ]
